model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
x6,2015,26462,semi-auto,60930,diesel,200,47.1,3.0,11,0.43430165763991463
1 series,2014,10462,manual,29260,petrol,145,50.4,1.6,12,0.357552973342447
1 series,2016,14881,manual,42452,diesel,30,62.8,2.0,10,0.3505370771695091
x1,2017,19721,semi-auto,18800,diesel,125,60.1,2.0,9,1.0489893617021278
x5,2016,23912,automatic,89676,diesel,200,47.1,3.0,10,0.26664882465765644
x1,2019,25843,semi-auto,7117,diesel,145,60.1,2.0,7,3.631164816636223
3 series,2015,14982,automatic,45909,diesel,30,62.8,2.0,11,0.3263412402796837
x5,2019,52004,semi-auto,4000,diesel,145,37.7,3.0,7,13.001
4 series,2016,19841,semi-auto,30968,petrol,160,44.1,2.0,10,0.6406936192198398
x5,2019,52990,semi-auto,10,diesel,150,37.7,3.0,7,5299.0
1 series,2019,22890,manual,10927,petrol,150,41.5,1.5,7,2.094811018577835
x2,2018,24495,semi-auto,13147,diesel,150,58.9,2.0,8,1.8631626987145355
5 series,2015,15499,semi-auto,43013,diesel,30,62.8,2.0,11,0.3603329226047939
x5,2016,28140,automatic,43003,diesel,200,47.1,3.0,10,0.6543729507243681
x1,2017,21500,semi-auto,24814,diesel,145,55.4,2.0,9,0.8664463609252842
x6,2016,20950,semi-auto,29211,diesel,205,47.1,3.0,10,0.7171955770086611
x5,2014,20450,automatic,89000,diesel,205,45.6,3.0,12,0.22977528089887642
4 series,2016,22652,semi-auto,33766,petrol,200,41.5,3.0,10,0.6708523366700231
5 series,2017,23941,semi-auto,23095,diesel,125,60.1,2.0,9,1.0366313054773761
2 series,2015,18012,semi-auto,13642,diesel,125,57.6,2.0,11,1.3203342618384402
2 series,2015,13881,manual,25283,petrol,150,47.9,2.0,11,0.5490250365858482
3 series,2019,27555,manual,7887,diesel,145,54.3,2.0,7,3.493723849372385
x5,2019,55990,semi-auto,6007,diesel,145,33.6,3.0,7,9.320792408856335
x2,2019,29343,semi-auto,1644,petrol,145,36.2,2.0,7,17.848540145985403
3 series,2013,11072,manual,78852,diesel,30,62.8,2.0,13,0.1404149545984883
3 series,2015,19641,semi-auto,23503,diesel,160,51.4,3.0,11,0.8356805514189678
x1,2019,25916,automatic,4230,diesel,145,60.1,2.0,7,6.1267139479905435
2 series,2019,21876,automatic,7910,diesel,145,64.2,2.0,7,2.7656131479140327
4 series,2016,18536,automatic,32814,petrol,145,48.7,2.0,10,0.5648808435423904
m4,2019,41986,automatic,144,petrol,145,34.0,3.0,7,291.56944444444446
x5,2019,47990,semi-auto,8481,diesel,150,37.7,3.0,7,5.6585308336281095
2 series,2019,24690,semi-auto,7338,petrol,150,47.9,2.0,7,3.3646770237121832
x5,2019,53850,semi-auto,16,diesel,150,37.7,3.0,7,3365.625
4 series,2016,19990,semi-auto,35900,diesel,125,60.1,2.0,10,0.5568245125348189
4 series,2020,27669,manual,151,diesel,150,62.8,2.0,6,183.23841059602648
x5,2015,29241,automatic,35552,diesel,205,47.1,3.0,11,0.8224853735373537
2 series,2016,17965,semi-auto,20379,diesel,125,60.1,2.0,10,0.8815447274154767
3 series,2014,9942,manual,97185,diesel,30,65.7,2.0,12,0.1022997376138293
3 series,2015,16641,semi-auto,49396,petrol,160,44.1,2.0,11,0.3368896266904203
3 series,2019,21444,semi-auto,6329,diesel,145,55.4,2.0,7,3.388212987833781
3 series,2019,26500,semi-auto,7120,petrol,150,47.9,2.0,7,3.7219101123595504
3 series,2018,16999,manual,7000,diesel,145,67.3,2.0,8,2.4284285714285714
3 series,2019,28999,automatic,11681,diesel,145,52.3,2.0,7,2.4825785463573324
4 series,2019,30140,automatic,7583,diesel,145,60.1,2.0,7,3.9746802057233284
3 series,2019,34700,semi-auto,6006,diesel,145,49.6,2.0,7,5.7775557775557775
4 series,2019,31210,automatic,4300,diesel,145,53.3,3.0,7,7.258139534883721
x1,2019,24850,automatic,9784,diesel,145,60.1,2.0,7,2.5398609975470157
3 series,2019,18999,automatic,11749,diesel,145,62.8,2.0,7,1.6170737935143416
1 series,2019,16555,manual,9451,diesel,145,68.9,2.0,7,1.7516664903184849
1 series,2019,18999,automatic,1000,diesel,145,70.6,2.0,7,18.999
x6,2019,41780,semi-auto,13000,diesel,145,44.8,3.0,7,3.213846153846154
4 series,2019,29582,automatic,5684,petrol,145,41.5,3.0,7,5.204433497536946
4 series,2019,27700,manual,110,petrol,145,46.3,2.0,7,251.8181818181818
1 series,2017,14445,automatic,21500,diesel,145,72.4,1.5,9,0.6718604651162791
x3,2019,54999,automatic,500,petrol,145,24.8,3.0,7,109.998
m2,2019,44500,semi-auto,4929,petrol,150,29.1,3.0,7,9.028200446338
x1,2016,18500,automatic,27000,diesel,145,55.4,2.0,10,0.6851851851851852
3 series,2015,14995,automatic,44000,diesel,145,56.5,3.0,11,0.34079545454545457
m4,2017,35352,semi-auto,9215,petrol,300,34.0,3.0,9,3.836353771025502
x2,2019,35470,automatic,1566,diesel,145,58.9,2.0,7,22.650063856960408
1 series,2016,15500,semi-auto,37753,diesel,20,67.3,2.0,10,0.41056339893518395
5 series,2017,26000,semi-auto,43533,diesel,150,53.3,3.0,9,0.5972480646865597
z4,2020,44300,semi-auto,1801,petrol,150,33.2,3.0,6,24.597445863409217
m4,2018,39999,semi-auto,10809,petrol,150,34.0,3.0,8,3.70052733832917
5 series,2018,24999,semi-auto,17371,diesel,145,62.8,2.0,8,1.4391226757239077
3 series,2019,27999,automatic,9214,diesel,145,52.3,2.0,7,3.0387453874538743
5 series,2019,28999,automatic,13000,petrol,145,47.9,2.0,7,2.2306923076923075
x3,2019,33790,semi-auto,3633,petrol,145,30.4,2.0,7,9.300853289292595
x4,2019,42550,semi-auto,8515,petrol,145,26.9,3.0,7,4.9970640046975925
m2,2019,42110,automatic,5644,petrol,145,29.1,3.0,7,7.461020552799433
2 series,2019,20860,manual,5684,petrol,145,42.8,1.5,7,3.6699507389162562
2 series,2019,20850,manual,3993,petrol,145,42.8,1.5,7,5.221637866265965
2 series,2019,23150,semi-auto,5035,diesel,145,49.6,2.0,7,4.597815292949354
2 series,2019,20950,manual,2178,diesel,145,51.4,2.0,7,9.618916437098255
3 series,2020,41995,automatic,4300,petrol,145,33.6,3.0,6,9.766279069767442
3 series,2019,29999,automatic,12143,diesel,145,52.3,2.0,7,2.4704768179197893
x3,2019,34999,automatic,12774,diesel,145,54.3,2.0,7,2.7398622201346483
2 series,2019,27995,automatic,110,diesel,145,64.2,2.0,7,254.5
5 series,2019,26888,automatic,8070,diesel,145,65.7,2.0,7,3.33184634448575
4 series,2019,26995,manual,110,petrol,145,46.3,2.0,7,245.4090909090909
2 series,2019,20555,automatic,9736,petrol,145,50.4,2.0,7,2.111236647493837
2 series,2019,20999,automatic,37,petrol,145,47.9,2.0,7,567.5405405405405
m3,2017,53995,automatic,3824,petrol,145,34.0,3.0,9,14.120031380753138
x3,2019,31436,automatic,6172,diesel,145,54.3,2.0,7,5.093324692158133
4 series,2019,22680,automatic,9820,petrol,145,45.6,2.0,7,2.309572301425662
3 series,2019,35150,automatic,5920,diesel,145,47.9,3.0,7,5.9375
x1,2019,31280,semi-auto,2865,diesel,145,36.7,2.0,7,10.917975567190227
x2,2019,32740,automatic,3857,petrol,145,39.2,2.0,7,8.488462535649468
3 series,2019,31630,automatic,4400,diesel,145,52.3,2.0,7,7.1886363636363635
3 series,2019,28000,semi-auto,8653,petrol,145,46.3,2.0,7,3.2358719519241883
3 series,2019,32999,automatic,4418,diesel,145,49.6,2.0,7,7.469216840199185
4 series,2019,31845,semi-auto,6155,diesel,145,47.9,3.0,7,5.173842404549147
3 series,2019,23222,semi-auto,11010,diesel,145,54.3,2.0,7,2.1091734786557677
5 series,2019,29999,automatic,3936,petrol,145,47.9,2.0,7,7.621697154471545
2 series,2019,20999,semi-auto,4923,petrol,145,47.9,2.0,7,4.265488523258176
3 series,2019,27999,automatic,14590,diesel,145,52.3,2.0,7,1.9190541466758053
x5,2019,50900,automatic,99,diesel,145,37.7,3.0,7,514.1414141414141
x2,2019,38350,automatic,99,diesel,145,58.9,2.0,7,387.37373737373736
3 series,2019,31995,manual,894,diesel,145,54.3,2.0,7,35.788590604026844
x1,2019,27888,manual,99,diesel,145,48.7,2.0,7,281.6969696969697
x1,2019,25999,manual,99,petrol,145,52.3,1.5,7,262.6161616161616
x3,2019,34500,automatic,1000,diesel,145,54.3,2.0,7,34.5
2 series,2019,27995,automatic,99,diesel,145,47.1,2.0,7,282.77777777777777
m4,2019,45999,automatic,99,petrol,145,34.0,3.0,7,464.6363636363636
5 series,2019,29995,automatic,1000,petrol,145,50.4,2.0,7,29.995
7 series,2016,33995,semi-auto,15143,diesel,160,52.3,3.0,10,2.2449316515881925
5 series,2020,29990,semi-auto,12,hybrid,150,62.8,2.0,6,2499.1666666666665
3 series,2020,32995,semi-auto,10,diesel,145,50.4,2.0,6,3299.5
x3,2019,36222,semi-auto,4624,diesel,145,48.7,3.0,7,7.833477508650519
x3,2019,35600,semi-auto,1299,diesel,145,54.3,2.0,7,27.405696689761356
5 series,2019,33444,semi-auto,4118,petrol,145,46.3,2.0,7,8.121418164157358
2 series,2019,20999,manual,4524,petrol,145,57.6,1.5,7,4.6416887709991155
1 series,2019,21999,semi-auto,2040,petrol,145,43.5,1.5,7,10.783823529411764
1 series,2019,25999,semi-auto,575,diesel,145,62.8,2.0,7,45.21565217391304
1 series,2019,22222,manual,397,petrol,145,44.1,1.5,7,55.97481108312343
2 series,2018,18999,automatic,254,petrol,145,38.2,2.0,8,74.7992125984252
4 series,2019,28999,semi-auto,1000,diesel,145,65.7,2.0,7,28.999
3 series,2019,29555,automatic,5035,diesel,145,50.4,2.0,7,5.869910625620656
4 series,2019,31995,manual,110,diesel,145,55.4,2.0,7,290.8636363636364
x1,2019,25999,automatic,1100,diesel,145,60.1,2.0,7,23.635454545454547
4 series,2019,35000,automatic,110,diesel,145,65.7,2.0,7,318.1818181818182
4 series,2019,22999,automatic,1000,diesel,145,60.1,2.0,7,22.999
x3,2019,32250,semi-auto,4829,diesel,150,54.3,2.0,7,6.6784013253261545
5 series,2015,16750,semi-auto,27563,petrol,160,46.3,2.0,11,0.6076987265537133
6 series,2017,27000,automatic,17942,petrol,145,32.1,4.4,9,1.5048489577527588
x1,2017,19750,semi-auto,19159,diesel,145,60.1,2.0,9,1.0308471214572785
2 series,2016,16995,semi-auto,37573,diesel,145,55.4,2.0,10,0.45231948473637984
1 series,2013,9995,manual,33731,diesel,20,68.9,2.0,13,0.29631496249740596
3 series,2017,21995,semi-auto,25542,diesel,160,51.4,3.0,9,0.861130686712082
x5,2019,50995,semi-auto,4151,diesel,145,37.7,3.0,7,12.284991568296796
3 series,2019,34995,semi-auto,4255,diesel,145,49.6,2.0,7,8.224441833137485
3 series,2019,25995,semi-auto,5687,diesel,145,52.3,2.0,7,4.570951292421312
3 series,2015,14995,semi-auto,40781,diesel,125,61.4,2.0,11,0.3676957406635443
x3,2019,36990,semi-auto,5922,diesel,145,54.3,2.0,7,6.246200607902735
3 series,2019,27990,manual,3319,diesel,145,54.3,2.0,7,8.433263031033444
1 series,2019,21999,semi-auto,1591,petrol,145,43.5,1.5,7,13.827152734129479
3 series,2019,34999,automatic,20329,diesel,145,48.7,2.0,7,1.7216291996655024
7 series,2019,46999,semi-auto,10504,petrol,145,34.5,3.0,7,4.474390708301599
x2,2020,32540,semi-auto,99,petrol,150,39.2,2.0,6,328.6868686868687
3 series,2016,14999,manual,26307,petrol,145,47.9,2.0,10,0.5701524309119246
3 series,2018,18700,semi-auto,42565,diesel,145,64.2,2.0,8,0.43932808645600846
3 series,2018,27000,semi-auto,12513,diesel,145,51.4,3.0,8,2.157755933828818
1 series,2015,12295,semi-auto,56000,diesel,20,67.3,2.0,11,0.21955357142857143
x3,2016,17495,semi-auto,31100,diesel,145,54.3,2.0,10,0.5625401929260451
1 series,2016,13908,semi-auto,13708,diesel,20,68.9,1.5,10,1.0145900204260285
2 series,2020,19500,automatic,4330,petrol,145,42.2,1.5,6,4.503464203233256
2 series,2020,22000,automatic,5436,diesel,145,67.3,2.0,6,4.047093451066961
2 series,2020,19500,automatic,3622,petrol,145,42.2,1.5,6,5.383765875207068
5 series,2019,29555,automatic,15094,diesel,145,65.7,2.0,7,1.9580628064131442
x5,2019,51990,semi-auto,12,diesel,145,37.7,3.0,7,4332.5
z4,2016,16500,semi-auto,29850,petrol,205,41.5,2.0,10,0.5527638190954773
3 series,2018,21500,semi-auto,13058,diesel,150,60.1,2.0,8,1.6465002297442182
3 series,2015,15800,manual,23293,diesel,145,55.4,2.0,11,0.6783153737174258
3 series,2016,17995,semi-auto,43417,diesel,160,51.4,3.0,10,0.41446898680240457
x2,2019,24995,semi-auto,4980,diesel,145,52.3,2.0,7,5.019076305220883
x6,2018,36555,semi-auto,17500,diesel,145,40.9,3.0,8,2.088857142857143
4 series,2020,29500,semi-auto,10,petrol,145,48.7,2.0,6,2950.0
3 series,2019,28888,automatic,10799,diesel,145,52.3,2.0,7,2.6750625057875728
3 series,2019,33699,semi-auto,7736,hybrid,135,8.8,2.0,7,4.356127197518097
x3,2019,43500,semi-auto,5554,petrol,145,34.5,3.0,7,7.832193014043932
1 series,2019,19999,semi-auto,6386,petrol,145,47.9,2.0,7,3.1316943313498276
1 series,2019,28500,semi-auto,9058,diesel,150,51.4,2.0,7,3.146389931552219
2 series,2019,18995,semi-auto,8157,petrol,150,40.9,1.5,7,2.32867475787667
1 series,2014,9799,manual,46000,petrol,145,50.4,1.6,12,0.2130217391304348
3 series,2017,11499,manual,66488,diesel,20,68.9,2.0,9,0.17294850198532066
1 series,2017,19950,semi-auto,30173,petrol,205,39.8,3.0,9,0.6611871540781493
2 series,2017,17110,semi-auto,34032,diesel,145,65.7,2.0,9,0.5027621062529384
4 series,2018,19370,automatic,26739,diesel,145,65.7,2.0,8,0.724410037772542
3 series,2014,10800,manual,50810,diesel,30,61.4,2.0,12,0.2125565833497343
4 series,2019,27790,semi-auto,7298,petrol,145,41.5,3.0,7,3.8078925733077558
5 series,2019,27990,automatic,14541,diesel,145,65.7,2.0,7,1.924902001237879
x5,2019,52490,semi-auto,7443,petrol,145,27.2,3.0,7,7.052263872094586
x1,2020,31825,semi-auto,99,diesel,145,47.9,2.0,6,321.4646464646465
x5,2019,49490,semi-auto,3252,diesel,145,37.7,3.0,7,15.218327183271832
1 series,2019,25999,semi-auto,1356,diesel,145,50.4,2.0,7,19.17330383480826
x1,2019,25990,semi-auto,7333,diesel,145,60.1,2.0,7,3.544252011455066
3 series,2019,34990,semi-auto,8005,petrol,145,40.4,2.0,7,4.371018113678951
1 series,2016,13500,automatic,34144,diesel,20,68.9,1.5,10,0.3953842549203374
3 series,2016,16100,automatic,45759,diesel,145,56.5,3.0,10,0.35184335322013155
x3,2016,22450,semi-auto,22699,diesel,200,47.9,3.0,10,0.9890303537600775
4 series,2016,17144,manual,18250,petrol,160,46.3,2.0,10,0.9393972602739726
4 series,2017,19494,semi-auto,14465,diesel,145,65.7,2.0,9,1.3476667818873143
m5,2016,25999,semi-auto,49689,petrol,565,28.5,4.4,10,0.5232345187063535
1 series,2013,9995,manual,59995,diesel,30,62.8,2.0,13,0.1665972164347029
2 series,2018,17745,semi-auto,17771,diesel,150,62.8,2.0,8,0.9985369422092173
5 series,2017,28735,semi-auto,21638,diesel,150,53.3,3.0,9,1.327987799242074
1 series,2017,13888,manual,15512,petrol,150,53.3,1.5,9,0.8953068592057761
x1,2019,30555,automatic,1000,diesel,150,50.4,2.0,7,30.555
3 series,2019,25490,semi-auto,6219,petrol,150,42.2,2.0,7,4.098729699308571
3 series,2019,26490,semi-auto,7385,petrol,150,41.5,2.0,7,3.5870006770480702
x1,2019,21850,automatic,6141,petrol,145,46.3,1.5,7,3.5580524344569286
2 series,2017,17990,semi-auto,30488,diesel,145,55.4,2.0,9,0.5900682235633692
3 series,2019,29990,automatic,13376,diesel,145,52.3,2.0,7,2.242075358851675
x6,2016,28950,semi-auto,31585,diesel,200,47.1,3.0,10,0.9165743232547096
3 series,2017,15500,semi-auto,47251,diesel,30,64.2,2.0,9,0.3280353854944869
1 series,2018,12200,semi-auto,45648,diesel,150,72.4,1.5,8,0.26726253066947075
4 series,2019,24990,semi-auto,8830,petrol,145,48.7,2.0,7,2.830124575311438
x3,2016,21990,semi-auto,28211,diesel,150,54.3,2.0,10,0.7794831803197334
3 series,2017,13995,semi-auto,32871,diesel,145,68.9,2.0,9,0.4257552249703386
2 series,2019,25480,automatic,10,hybrid,135,113.0,1.5,7,2548.0
x5,2019,48990,semi-auto,6439,diesel,145,37.7,3.0,7,7.608324273955583
2 series,2017,18990,semi-auto,20000,petrol,150,50.4,1.5,9,0.9495
1 series,2017,14990,semi-auto,26525,petrol,150,55.5,1.5,9,0.5651272384542884
3 series,2019,21990,semi-auto,10586,diesel,145,55.4,2.0,7,2.0772718685055733
1 series,2019,23990,manual,10,petrol,145,44.1,1.5,7,2399.0
x3,2019,53990,automatic,3961,petrol,145,24.8,3.0,7,13.630396364554406
x2,2019,27990,automatic,9182,petrol,145,39.8,2.0,7,3.0483554781093445
2 series,2019,20990,semi-auto,2139,petrol,145,53.3,1.5,7,9.81299672744273
3 series,2019,30990,automatic,2579,diesel,145,52.3,2.0,7,12.016285381930981
x5,2019,48990,automatic,8336,diesel,145,37.7,3.0,7,5.876919385796545
3 series,2019,41990,automatic,10028,diesel,145,43.5,3.0,7,4.187275628240926
4 series,2018,23990,semi-auto,17592,petrol,145,48.7,2.0,8,1.36368804001819
5 series,2017,25990,semi-auto,48883,diesel,145,53.3,3.0,9,0.5316776793568316
5 series,2017,21790,semi-auto,24794,diesel,30,65.7,2.0,9,0.8788416552391708
x1,2017,18995,semi-auto,30872,diesel,145,57.6,2.0,9,0.6152824565949728
3 series,2016,16995,semi-auto,22035,diesel,30,62.8,2.0,10,0.7712729748127978
5 series,2015,18495,semi-auto,36200,diesel,160,50.4,3.0,11,0.5109116022099448
1 series,2013,9995,manual,56369,diesel,125,58.9,2.0,13,0.17731377175397825
1 series,2017,13995,manual,22119,diesel,150,68.9,2.0,9,0.6327139563271396
5 series,2013,10000,semi-auto,87457,diesel,145,56.5,2.0,13,0.11434190516482386
3 series,2020,30990,semi-auto,4506,diesel,150,52.3,2.0,6,6.8774966711051935
1 series,2020,31990,semi-auto,3150,petrol,150,34.5,2.0,6,10.155555555555555
3 series,2018,19990,manual,2459,petrol,150,47.9,2.0,8,8.129320862139082
4 series,2019,29990,semi-auto,9448,petrol,145,41.5,3.0,7,3.174216765453006
2 series,2015,17490,semi-auto,36000,petrol,265,37.2,3.0,11,0.48583333333333334
x1,2018,21000,semi-auto,22964,diesel,145,60.1,2.0,8,0.9144748301689601
1 series,2016,13800,automatic,11510,diesel,20,70.6,2.0,10,1.1989574283231972
x1,2016,19000,automatic,13044,diesel,125,57.6,2.0,10,1.4566084023305734
5 series,2019,30500,semi-auto,7536,petrol,145,46.3,2.0,7,4.04723991507431
3 series,2016,19490,automatic,30088,petrol,160,46.3,2.0,10,0.6477665514490827
x5,2017,32990,automatic,39593,diesel,200,47.1,3.0,9,0.8332280958755336
5 series,2017,23990,semi-auto,29283,diesel,125,60.1,2.0,9,0.8192466618857358
5 series,2017,22490,semi-auto,32466,diesel,145,60.1,2.0,9,0.6927246966056798
5 series,2016,16490,semi-auto,26037,diesel,20,68.9,2.0,10,0.633329492645082
3 series,2019,21790,semi-auto,8748,petrol,145,44.8,2.0,7,2.4908550525834476
x1,2017,19995,semi-auto,48000,diesel,125,57.6,2.0,9,0.4165625
6 series,2018,28990,semi-auto,10250,diesel,145,49.6,3.0,8,2.828292682926829
4 series,2019,33990,semi-auto,5763,petrol,145,39.2,3.0,7,5.897969807391983
1 series,2019,18990,semi-auto,10746,diesel,145,67.3,2.0,7,1.7671691792294808
3 series,2019,26990,semi-auto,7522,petrol,145,41.5,2.0,7,3.588141451741558
4 series,2019,25990,semi-auto,11555,petrol,145,46.3,2.0,7,2.2492427520553875
m4,2020,49490,semi-auto,7,petrol,145,32.5,3.0,6,7070.0
2 series,2020,23990,semi-auto,9,petrol,145,47.9,2.0,6,2665.5555555555557
3 series,2020,31990,semi-auto,11,petrol,145,40.4,2.0,6,2908.181818181818
z4,2020,31990,semi-auto,9,petrol,145,38.7,2.0,6,3554.4444444444443
z4,2020,33990,semi-auto,10,petrol,145,37.2,2.0,6,3399.0
x3,2019,36500,semi-auto,5664,diesel,145,54.3,2.0,7,6.4442090395480225
m4,2019,51000,semi-auto,1072,petrol,145,34.0,3.0,7,47.57462686567164
x3,2019,42000,automatic,169,diesel,145,54.3,2.0,7,248.5207100591716
4 series,2016,20942,automatic,39734,petrol,260,37.2,3.0,10,0.5270549151859868
4 series,2019,27992,semi-auto,9756,diesel,150,65.7,2.0,7,2.869208692086921
x3,2019,36000,semi-auto,2864,diesel,145,54.3,2.0,7,12.569832402234637
x3,2019,35000,automatic,6847,diesel,145,54.3,2.0,7,5.111727763984226
x1,2019,24500,manual,1765,petrol,145,51.4,1.5,7,13.881019830028329
1 series,2017,16000,semi-auto,45580,diesel,125,61.4,2.0,9,0.3510311540149188
3 series,2019,23500,semi-auto,21,diesel,145,70.6,2.0,7,1119.047619047619
4 series,2015,14282,semi-auto,66453,diesel,30,65.7,2.0,11,0.21491881480143862
3 series,2014,20412,semi-auto,30852,diesel,160,52.3,3.0,12,0.661610268378063
x1,2017,20995,semi-auto,20101,diesel,145,57.6,2.0,9,1.044475399233869
x1,2019,27672,semi-auto,2897,petrol,145,35.3,2.0,7,9.551950293406973
2 series,2019,19543,manual,1996,petrol,145,42.8,1.5,7,9.791082164328657
3 series,2015,18981,semi-auto,40443,diesel,165,51.4,3.0,11,0.46932720124619837
3 series,2018,20706,automatic,11499,diesel,145,62.8,2.0,8,1.8006783198539003
5 series,2018,34502,automatic,13641,diesel,145,51.4,3.0,8,2.5292867091855435
2 series,2019,20512,semi-auto,9114,petrol,145,50.4,1.5,7,2.250603467193329
3 series,2019,41513,semi-auto,4670,petrol,145,34.9,3.0,7,8.889293361884368
3 series,2014,15981,manual,50100,diesel,150,56.5,2.0,12,0.3189820359281437
3 series,2019,27781,manual,11701,diesel,150,54.3,2.0,7,2.37424151781899
x1,2017,19981,semi-auto,24534,diesel,150,55.4,2.0,9,0.8144208037825059
m2,2019,49999,automatic,2935,petrol,145,29.1,3.0,7,17.035434412265758
2 series,2018,20981,manual,15674,petrol,150,47.1,1.5,8,1.3385861936965675
3 series,2017,22981,semi-auto,29994,petrol,205,41.5,3.0,9,0.7661865706474629
1 series,2017,15981,manual,44426,petrol,150,52.3,1.5,9,0.35972178454058434
5 series,2015,17500,manual,26355,diesel,160,52.3,2.0,11,0.6640106241699867
4 series,2019,29000,semi-auto,2741,diesel,145,60.1,2.0,7,10.580080262677855
5 series,2019,27500,semi-auto,4207,petrol,150,36.2,2.0,7,6.536724506774424
m3,2018,42202,semi-auto,10222,petrol,145,34.0,3.0,8,4.1285462727450595
x6,2018,40322,semi-auto,7531,diesel,145,40.9,3.0,8,5.354136236887531
x5,2017,31992,automatic,39000,diesel,200,47.1,3.0,9,0.8203076923076923
1 series,2016,18402,manual,23139,petrol,300,35.3,3.0,10,0.7952806949306366
x4,2014,20572,semi-auto,41773,diesel,145,54.3,2.0,12,0.4924712134632418
5 series,2017,20995,semi-auto,23116,diesel,30,62.8,2.0,9,0.908245371171483
2 series,2017,16962,semi-auto,25252,petrol,145,51.4,1.5,9,0.6717091715507683
2 series,2019,26991,manual,2715,diesel,145,61.4,2.0,7,9.941436464088397
m4,2019,49999,automatic,1466,petrol,145,34.0,3.0,7,34.105729877216916
1 series,2019,18380,automatic,16899,petrol,145,54.3,1.5,7,1.087638321794189
